0	-96.552361	0.000007	1811.320801
1	-95.537788	0.000009	1811.320801
2	-96.909515	0.000007	805.031433
3	-98.200462	0.000005	402.515717
4	-97.578987	0.000006	402.515717
5	-97.165062	0.000006	603.773560
6	-96.015511	0.000008	1006.289307
7	-96.787170	0.000007	603.773560
8	-97.035408	0.000006	805.031433
9	-96.117706	0.000008	1408.805054
10	-95.915672	0.000008	1006.289307
11	-96.015511	0.000008	805.031433
12	-97.298698	0.000006	402.515717
13	-96.117706	0.000008	402.515717
14	-96.222359	0.000008	603.773560
15	-97.035408	0.000006	805.031433
16	-94.946571	0.000010	1207.547119
17	-98.200462	0.000005	201.257858
18	-96.552361	0.000007	603.773560
19	-96.552361	0.000007	1006.289307
20	-97.165062	0.000006	603.773560
21	-98.036560	0.000005	402.515717
22	-96.909515	0.000007	201.257858
23	-97.298698	0.000006	805.031433
24	-97.578987	0.000006	603.773560
25	-96.222359	0.000008	1207.547119
26	-95.818077	0.000009	2213.836426
27	-96.668182	0.000007	1408.805054
28	-97.035408	0.000006	402.515717
29	-97.878616	0.000005	402.515717
30	-97.578987	0.000006	201.257858
31	-95.629219	0.000009	1610.062866
32	-97.726219	0.000006	201.257858
33	-96.552361	0.000007	805.031433
34	-96.222359	0.000008	1006.289307
35	-96.909515	0.000007	805.031433
36	-95.629219	0.000009	1207.547119
37	-96.329597	0.000008	805.031433
38	-96.668182	0.000007	603.773560
39	-96.787170	0.000007	0.000000
40	-96.329597	0.000008	805.031433
41	-96.668182	0.000007	805.031433
42	-95.722618	0.000009	1006.289307
43	-96.909515	0.000007	603.773560
44	-96.787170	0.000007	603.773560
45	-96.668182	0.000007	1006.289307
46	-96.787170	0.000007	402.515717
47	-98.548088	0.000005	201.257858
48	-97.165062	0.000006	402.515717
49	-97.436584	0.000006	603.773560
50	-96.668182	0.000007	805.031433
51	-96.552361	0.000007	1811.320801
52	-95.537788	0.000009	2012.578613
53	-96.909515	0.000007	603.773560
54	-97.878616	0.000005	603.773560
55	-97.878616	0.000005	201.257858
56	-97.298698	0.000006	805.031433
57	-95.448235	0.000009	1006.289307
58	-97.035408	0.000006	603.773560
59	-96.787170	0.000007	805.031433
60	-96.329597	0.000008	1207.547119
61	-96.329597	0.000008	1006.289307
62	-96.015511	0.000008	603.773560
63	-96.668182	0.000007	603.773560
64	-96.329597	0.000008	603.773560
65	-96.552361	0.000007	402.515717
66	-96.668182	0.000007	805.031433
67	-95.537788	0.000009	603.773560
68	-97.165062	0.000006	805.031433
69	-96.668182	0.000007	603.773560
70	-96.787170	0.000007	1006.289307
71	-97.035408	0.000006	603.773560
72	-97.436584	0.000006	201.257858
73	-97.165062	0.000006	402.515717
74	-97.035408	0.000006	805.031433
75	-97.726219	0.000006	603.773560
76	-96.439552	0.000007	1006.289307
77	-96.329597	0.000008	1811.320801
78	-96.015511	0.000008	1610.062866
79	-96.787170	0.000007	805.031433
80	-98.370796	0.000005	201.257858
81	-97.578987	0.000006	402.515717
82	-96.222359	0.000008	1006.289307
83	-96.439552	0.000007	603.773560
84	-97.165062	0.000006	402.515717
85	-84.295189	0.000034	1006.289307
86	-82.332863	0.000057	603.773560
87	-80.117836	0.000077	0.000000
88	-81.497292	0.000062	805.031433
89	-79.159142	0.000089	201.257858
90	-80.328041	0.000073	201.257858
91	-79.326889	0.000093	402.515717
92	-82.363251	0.000054	201.257858
93	-79.594780	0.000084	201.257858
94	-83.831505	0.000049	805.031433
95	-79.799889	0.000082	603.773560
96	-81.900887	0.000057	402.515717
97	-80.665222	0.000076	201.257858
98	-82.411430	0.000054	201.257858
99	-80.073906	0.000084	201.257858
100	-82.154884	0.000058	201.257858
101	-78.983597	0.000095	402.515717
102	-82.670044	0.000057	402.515717
103	-79.374779	0.000085	805.031433
104	-83.005211	0.000050	1207.547119
105	-79.831383	0.000086	201.257858
106	-82.028038	0.000056	0.000000
107	-80.154350	0.000080	201.257858
108	-82.167358	0.000059	0.000000
109	-80.424522	0.000078	805.031433
110	-82.415833	0.000054	0.000000
111	-79.205208	0.000090	402.515717
112	-81.819412	0.000053	402.515717
113	-78.995621	0.000088	402.515717
114	-83.201477	0.000053	0.000000
115	-79.816818	0.000082	201.257858
116	-82.328537	0.000057	402.515717
117	-79.678482	0.000081	201.257858
118	-82.319901	0.000057	0.000000
119	-79.205208	0.000091	402.515717
120	-82.985062	0.000054	805.031433
121	-79.773415	0.000085	402.515717
122	-82.935081	0.000051	402.515717
123	-79.809555	0.000089	402.515717
124	-84.187782	0.000046	402.515717
125	-79.704384	0.000086	805.031433
126	-83.588020	0.000049	402.515717
127	-78.908241	0.000091	805.031433
128	-80.839569	0.000074	2415.094238
129	-67.110916	0.000332	6238.993652
130	-58.310726	0.000969	9257.861328
131	-54.566681	0.001525	12679.245117
132	-49.391098	0.002721	14893.082031
133	-47.259064	0.003341	17106.917969
134	-44.738186	0.004751	17308.175781
135	-43.903400	0.005250	16503.144531
136	-43.117722	0.005232	17911.949219
137	-40.337257	0.007654	17911.949219
138	-40.522804	0.007783	17911.949219
139	-40.305962	0.007677	17710.691406
140	-37.823544	0.010494	19119.496094
141	-39.974705	0.007543	19320.753906
142	-36.249065	0.012209	18716.980469
143	-39.724884	0.008143	17509.433594
144	-38.992046	0.009031	17308.175781
145	-38.184532	0.009458	17308.175781
146	-36.159824	0.011569	18113.207031
147	-35.093277	0.013848	18716.980469
148	-36.577980	0.012189	18716.980469
149	-36.723297	0.011253	17911.949219
150	-37.527615	0.010500	16100.628906
151	-36.383827	0.012251	17911.949219
152	-37.287930	0.010161	16503.144531
153	-39.776569	0.008112	9660.376953
154	-25.790596	0.040401	2616.352295
155	-18.775658	0.078656	1207.547119
156	-11.959947	0.208547	2213.836426
157	-17.506910	0.099497	3018.867920
158	-14.090230	0.155503	3421.383545
159	-18.369823	0.075250	3421.383545
160	-13.058433	0.184227	2213.836426
161	-19.050791	0.093062	2213.836426
162	-14.645269	0.131966	3018.867920
163	-19.069267	0.088957	1811.320801
164	-27.816387	0.030595	3018.867920
165	-36.489407	0.009820	2213.836426
166	-38.360203	0.010236	1207.547119
167	-38.708836	0.009052	2012.578613
168	-25.864012	0.035267	2415.094238
169	-21.279263	0.070300	1610.062866
170	-22.963297	0.063263	603.773560
171	-30.420450	0.024773	805.031433
172	-44.528667	0.005225	603.773560
173	-49.628651	0.002862	1006.289307
174	-53.360119	0.001812	805.031433
175	-51.248913	0.002291	805.031433
176	-50.583885	0.002478	805.031433
177	-51.133278	0.002423	402.515717
178	-48.902443	0.002797	2012.578613
179	-45.679806	0.003963	5031.446777
180	-43.969219	0.005024	6842.767090
181	-40.999378	0.007191	5433.962402
182	-38.483570	0.010603	1408.805054
183	-32.970131	0.019764	805.031433
184	-29.870012	0.027474	1207.547119
185	-29.013186	0.030133	1408.805054
186	-26.342188	0.044659	402.515717
187	-26.792625	0.040042	1408.805054
188	-27.667727	0.036436	805.031433
189	-29.527252	0.029774	1610.062866
190	-32.202850	0.022046	1811.320801
191	-33.551323	0.018805	805.031433
192	-36.418251	0.013155	805.031433
193	-40.556862	0.007934	603.773560
194	-47.991718	0.003112	1006.289307
195	-56.655968	0.001222	3220.125732
196	-57.480316	0.001130	2213.836426
197	-60.759884	0.000680	3018.867920
198	-73.301422	0.000176	3421.383545
199	-73.392662	0.000170	1408.805054
200	-82.080780	0.000066	201.257858
201	-79.977272	0.000087	402.515717
202	-82.870964	0.000059	0.000000
203	-80.724556	0.000072	201.257858
204	-83.999634	0.000053	0.000000
205	-79.754257	0.000084	402.515717
206	-82.688782	0.000062	402.515717
207	-80.252365	0.000081	402.515717
208	-82.778915	0.000058	201.257858
209	-79.699661	0.000083	402.515717
210	-83.693237	0.000056	201.257858
211	-80.369125	0.000079	402.515717
212	-82.875862	0.000057	402.515717
213	-80.671120	0.000074	402.515717
